id,label,desc,birth_time,birth_precision,birth_placedeath_time,death_precision,death_place
Q46434,Hetty Blok,"Dutch cabaret artist, singer, and actress",+1920-01-06T00:00:00Z,11,Q1310,+2012-11-06T00:00:00Z,11,Q1310
Q46448,Raffaëla Paton,Dutch singer,+1983-06-01T00:00:00Z,11,Q727,,,Q727
Q46479,Zarah Leander,Swedish actress and singer,+1907-03-15T00:00:00Z,11,Q10543924,+1981-06-23T00:00:00Z,11,Q10543924
Q46677,Melissa Benoist,American actress,+1988-10-04T00:00:00Z,11,Q953583,,,Q953583
Q46750,Valerian,Roman emperor,+0200-01-01T00:00:00Z,9,,+0260-00-00T00:00:00Z,8,
Q46782,Stanley Bacon,Olympic wrestler,+1885-08-13T00:00:00Z,11,Q385060,+1952-10-13T00:00:00Z,11,Q385060
Q46814,Flavius Valerius Severus,Roman emperor,+0300-01-01T00:00:00Z,7,Q32047,+0307-02-16T00:00:00Z,11,Q32047
Q46830,Robert Hooke,"English natural philosopher, architect and polymath",+1635-07-18T00:00:00Z,11,Q2428909,+1703-03-03T00:00:00Z,11,Q2428909
Q46846,Valentinian II,Roman Emperor,+0371-01-01T00:00:00Z,9,Q3138,+0392-05-15T00:00:00Z,11,Q3138
Q46868,I. M. Pei,Chinese-American architect,+1917-04-26T00:00:00Z,11,Q16572,+2019-05-16T00:00:00Z,11,Q16572
Q46930,Khaled Mashal,Palestinian politician,+1956-05-28T00:00:00Z,11,Q684632,,,Q684632
Q47111,Şems Kemal Tunçeri,Turkish basketball player,+1974-08-30T00:00:00Z,11,Q406,,,Q406
Q47120,David Oistrakh,Soviet violinist,+1908-09-17T00:00:00Z,11,Q1874,+1974-10-24T00:00:00Z,11,Q1874
Q47122,Enrique Iglesias,Spanish singer-songwriter,+1975-05-08T00:00:00Z,11,Q2807,,,Q2807
Q47149,Sylvester I,33rd pope and saint,+0300-01-01T00:00:00Z,7,Q220,+0335-12-31T00:00:00Z,11,Q220
Q47156,Srinibash Udgata,"Indian writer, translator from Odisha",+1935-01-07T00:00:00Z,11,Q632816,,,Q632816
Q47179,Airlangga,Monarch of Javanese Hindu kingdom Kahuripan,+0991-01-01T00:00:00Z,9,,+1049-01-01T00:00:00Z,9,
Q47185,Anne Anderson,Scottish illustrator known best for new editions of fairy tales and other stories for children,+1874-01-01T00:00:00Z,9,Q22,+1952-05-26T00:00:00Z,11,Q22
Q47243,Elfriede Jelinek,Austrian writer,+1946-10-20T00:00:00Z,11,Q492868,,,Q492868
Q47306,Angela Fong,Canadian professional wrestler and model,+1985-02-03T00:00:00Z,11,Q24639,,,Q24639
Q47309,Takeshi Motoyoshi,Japanese association football player,+1967-07-26T00:00:00Z,11,Q38283,,,Q38283
Q47327,Kenji Sakaguchi,Japanese association football player,+1975-03-05T00:00:00Z,11,Q128186,,,Q128186
Q47364,Paulo Rodrigues Barc,Brazilian association football player,+1960-05-10T00:00:00Z,11,Q155,,,Q155
Q47396,Hiroshi Saito,Japanese association football player,+1970-11-13T00:00:00Z,11,Q1490,,,Q1490
Q47516,Pierre Littbarski,German association football player,+1960-04-16T00:00:00Z,11,Q56036,,,Q56036
Q47517,Dragiša Binić,Serbian association football player,+1961-10-20T00:00:00Z,11,Q201442,,,Q201442
Q47522,Milena Gabanelli,Italian journalist,+1954-06-09T00:00:00Z,11,Q102820,,,Q102820
Q47529,Kim Hwang-sik,South Korean lawyer and politician,+1948-08-09T00:00:00Z,11,Q50320,,,Q50320
Q47548,Víctor Valdés,Spanish footballer,+1982-01-14T00:00:00Z,11,Q15470,,,Q15470
Q47561,Ivo Andrić,Yugoslav novelist,+1892-10-09T00:00:00Z,11,Q3033849,+1975-03-13T00:00:00Z,11,Q3033849
Q47659,Tetsu Nagasawa,Japanese association football player,+1968-05-28T00:00:00Z,11,Q123376,,,Q123376
Q47664,Catherine Zeta-Jones,Welsh actress and singer,+1969-09-25T00:00:00Z,11,Q23051,,,Q23051
Q47678,Wisnuwardhana,,,,,+1268-00-00T00:00:00Z,9,
Q47748,Agustina Mayangsari,Indonesian singer,+1971-08-23T00:00:00Z,11,Q650908,,,Q650908
Q47756,Everton Nogueira,Brazilian association football player,+1959-12-12T00:00:00Z,11,Q1649607,,,Q1649607
Q47757,Edson Rodrigues,Brazilian association football player,+1967-03-13T00:00:00Z,11,Q155,,,Q155
Q47956,Shahriar Afshar,Iranian-American physicist,+1971-01-01T00:00:00Z,9,Q766617,,,Q766617
Q48145,Kirill Meretskov,Soviet military commander,+1897-06-07T00:00:00Z,11,Q136692,+1968-12-30T00:00:00Z,11,Q136692
Q48149,Fyodor Tolbukhin,Soviet military commander,+1894-06-04T00:00:00Z,11,Q2423,+1949-10-17T00:00:00Z,11,Q2423
Q48246,Ernst Haeckel,"German biologist, naturalist, philosopher, physician, and artist",+1834-02-16T00:00:00Z,11,Q1711,+1919-08-09T00:00:00Z,11,Q1711
Q48280,Marianne Faithfull,"British singer, songwriter and actress",+1946-12-29T00:00:00Z,11,Q25610,,,Q25610
Q48376,Bhai Daya Singh,,+1661-00-00T00:00:00Z,9,,+1708-00-00T00:00:00Z,9,
Q48379,Stephen Booth,British crime author and journalist,+1952-01-01T00:00:00Z,9,Q209096,,,Q209096
Q48487,Hieronim Chodkiewicz,,+1560-01-01T00:00:00Z,9,,+1617-08-29T00:00:00Z,11,
Q48515,Stevan Luketić,Croatian sculptor,+1925-11-08T00:00:00Z,11,Q174237,+2002-10-01T00:00:00Z,11,Q174237
Q48544,Cosimo de' Medici,first ruler of the Medici political dynasty,+1389-09-27T00:00:00Z,11,Q2044,+1464-08-01T00:00:00Z,11,Q2044
Q48549,Ronald McLean,gymnast,+1881-03-26T00:00:00Z,11,Q84,+1941-07-02T00:00:00Z,11,Q84
Q48580,Jacob Opdahl,gymnast,+1894-01-15T00:00:00Z,11,Q26793,+1938-03-21T00:00:00Z,11,Q26793
Q48589,Zenta Mauriņa,Latvian writer,+1897-12-15T00:00:00Z,11,Q753010,+1978-04-25T00:00:00Z,11,Q753010
Q48602,Andrea Riccardi,Founder of the Community of Sant'Egidio,+1950-01-16T00:00:00Z,11,Q220,,,Q220
Q48618,Arjan Bajwa,Indian actor,+1977-09-03T00:00:00Z,11,Q1156,,,Q1156
Q48640,Radosław Kałużny,Polish footballer,+1974-02-02T00:00:00Z,11,Q746395,,,Q746395
Q48648,Aranka Binder,Serbian sports shooter,+1966-06-19T00:00:00Z,11,Q204475,,,Q204475
Q48653,Leon Szeptycki,,+1717-08-23T00:00:00Z,11,Q208473,+1779-05-25T00:00:00Z,11,Q208473
Q48684,Francisco Javier de Elío,Spanish viceroy,+1767-01-01T00:00:00Z,9,Q10282,+1822-01-01T00:00:00Z,9,Q10282
Q48714,Zbigniew Gutkowski,Polish skipper,+1973-06-24T00:00:00Z,11,Q1792,,,Q1792
Q48738,Rolando Garbey,boxer,+1947-11-19T00:00:00Z,11,Q117040,,,Q117040
Q48739,Harald Eia,Norwegian comedian,+1966-02-09T00:00:00Z,11,Q57076,,,Q57076
Q48775,Mordechai Vanunu,Israeli activist,+1954-10-14T00:00:00Z,11,Q101625,,,Q101625
Q48792,George Foster Shepley,"Union Army general, politician",+1819-01-01T00:00:00Z,11,Q1001891,+1878-07-20T00:00:00Z,11,Q1001891
Q48842,Festus Ezeli,Nigerian basketball player,+1989-10-21T00:00:00Z,11,Q320704,,,Q320704
Q48900,Ludovico Ariosto,Italian poet,+1474-09-08T00:00:00Z,11,Q13360,+1533-07-06T00:00:00Z,11,Q13360
Q48965,Carl Wernicke,"German physician, anatomist, psychiatrist, and neuropathologist",+1848-05-15T00:00:00Z,11,Q329833,+1905-06-15T00:00:00Z,11,Q329833
Q48979,Richard Laurence Millington Synge,British biochemist,+1914-10-28T00:00:00Z,11,Q24826,+1994-08-18T00:00:00Z,11,Q24826
Q48996,Randy Brecker,American musician,+1945-11-27T00:00:00Z,11,Q206988,,,Q206988
Q49038,Mary Macaulay,American telegraph operator & labor union official,+1865-01-27T00:00:00Z,11,,+1944-07-19T00:00:00Z,11,
Q49080,Isaak Babel,"Russian language journalist, playwright, literary translator, and short story writer",+1894-06-30T00:00:00Z,11,Q1874,+1940-01-27T00:00:00Z,11,Q1874
Q49214,Dan Quayle,"American politician, lawyer",+1947-02-04T00:00:00Z,11,Q6346,,,Q6346
Q49216,Walter Mondale,42nd Vice President of the United States,+1928-01-05T00:00:00Z,11,Q2231880,,,Q2231880
Q49264,Lisa Nowak,American naval flight officer and NASA astronaut,+1963-05-10T00:00:00Z,11,Q61,,,Q61
Q49282,Dorothée Pullinger,"British automobile engineer and businesswoman, and a pioneering woman engineer",+1894-01-13T00:00:00Z,11,Q507569,+1986-01-28T00:00:00Z,11,Q507569
Q49338,Mpu Prapanca,"Mpu Prapanca was the author of the epic poem Nagarakertagama, written in Old Javanese",+1300-01-01T00:00:00Z,9,,+1350-01-01T00:00:00Z,9,
Q49355,James Bryant Conant,American chemist,+1893-03-26T00:00:00Z,11,Q100,+1978-02-11T00:00:00Z,11,Q100
Q49356,Ira Remsen,American chemist,+1846-02-10T00:00:00Z,11,Q60,+1927-03-04T00:00:00Z,11,Q60
Q49388,Georg Friedrich Haas,Austrian composer,+1953-08-16T00:00:00Z,11,Q13298,,,Q13298
Q49448,Robert Nivelle,French artillery officer,+1856-10-15T00:00:00Z,11,Q157713,+1924-03-22T00:00:00Z,11,Q157713
Q49492,Michael Chekhov,Russian actor and director,+1891-08-17T00:00:00Z,11,Q656,+1955-09-30T00:00:00Z,11,Q656
Q49588,Franz Xaver Uhl,German politician,+1955-11-04T00:00:00Z,11,Q1526876,+2011-08-22T00:00:00Z,11,Q1526876
Q49618,James Rhyne Killian,the 10th president of the Massachusetts Institute of Technology,+1904-07-24T00:00:00Z,11,Q3243604,+1988-01-29T00:00:00Z,11,Q3243604
Q49636,Sunsiaré of Larcône,French author,+1935-06-28T00:00:00Z,11,Q471685,+1962-09-29T00:00:00Z,11,Q471685
Q49698,Johann Alexander Döderlein,German historian,+1675-02-11T00:00:00Z,11,Q858179,+1745-10-23T00:00:00Z,11,Q858179
Q49715,Adam Neuser,German theologian,+1530-01-01T00:00:00Z,9,Q503640,+1576-10-12T00:00:00Z,11,Q503640
Q49744,Victor Horta,Belgian architect and designer,+1861-01-06T00:00:00Z,11,Q1296,+1947-09-08T00:00:00Z,11,Q1296
Q49752,Pierre de Ronsard,French poet,+1524-09-11T00:00:00Z,11,Q2242004,+1585-12-27T00:00:00Z,11,Q2242004
Q49767,François-René de Chateaubriand,"French writer, politician, diplomat and historian",+1768-09-04T00:00:00Z,11,Q163108,+1848-07-04T00:00:00Z,11,Q163108
Q49774,Christian Cappek,German footballer,+1990-07-25T00:00:00Z,11,Q2749,,,Q2749
Q49795,Vlad Munteanu,Romanian football player,+1981-01-16T00:00:00Z,11,Q10737004,,,Q10737004
Q49806,Oliver Schröder,German footballer,+1980-06-11T00:00:00Z,11,Q64,,,Q64
Q49815,Rob Levin,founder of the IRC network freenode,+1955-12-16T00:00:00Z,11,,+2006-09-16T00:00:00Z,11,
Q49941,Ilona Staller,"Hungarian-born Italian pornographic actress, singer and politician",+1951-11-26T00:00:00Z,11,Q1781,,,Q1781
Q49988,Nobuhide Minorikawa,Japanese politician of the Liberal Democratic Party,+1964-05-25T00:00:00Z,11,Q1044019,,,Q1044019
Q49999,Akinori Eto,Japanese politician of the Liberal Democratic Party,+1955-10-12T00:00:00Z,11,Q646818,,,Q646818
Q50026,Miyu Matsuki,Japanese voice actress,+1977-09-14T00:00:00Z,11,Q223439,+2015-10-27T00:00:00Z,11,Q223439
Q50029,Minako Kotobuki,"Japanese actress, voice actress and singer",+1991-09-17T00:00:00Z,11,Q48320,,,Q48320
Q50041,Nozomu Tamaki,Japanese manga artist,+1966-10-07T00:00:00Z,11,Q1490,,,Q1490
Q50185,Louis Couperin,French Baroque composer,+1626-01-01T00:00:00Z,9,Q767562,+1661-08-29T00:00:00Z,11,Q767562
Q50186,François Couperin,"French Baroque composer, organist and harpsichordist",+1668-11-10T00:00:00Z,11,Q90,+1733-09-11T00:00:00Z,11,Q90
Q50612,Susan Rice,24th United States National Security Advisor,+1964-11-17T00:00:00Z,11,Q61,,,Q61
Q50656,Zacharie Astruc,"French sculptor, painter, poet, and art critic",+1833-02-23T00:00:00Z,11,Q38380,+1907-05-24T00:00:00Z,11,Q38380
Q50661,Kaya Yanar,German comedian,+1973-05-20T00:00:00Z,11,Q1794,,,Q1794
Q50825,Stan Ridgway,American singer-songwriter and film and television composer,+1954-04-05T00:00:00Z,11,Q499174,,,Q499174
Q50838,Anson Chan,Hong Kong politician,+1940-01-17T00:00:00Z,11,Q8686,,,Q8686
Q50926,Zita of Bourbon-Parma,empress consort of Austria and queen consort of Hungary,+1892-05-09T00:00:00Z,11,Q216853,+1989-03-14T00:00:00Z,11,Q216853
Q51002,Jerry Rawlings,Fourth President of the Republic of Ghana,+1947-06-22T00:00:00Z,11,Q3761,,,Q3761
Q51024,Yi U,Prince of Korea (1912–1945),+1912-11-15T00:00:00Z,11,Q8684,+1945-08-07T00:00:00Z,11,Q8684
Q51066,István Gulyás,Hungarian tennis player,+1931-10-13T00:00:00Z,11,Q45779,+2000-07-30T00:00:00Z,11,Q45779
Q51109,Esther Szekeres,Hungarian–Australian mathematician,+1910-02-20T00:00:00Z,11,Q1781,+2005-08-28T00:00:00Z,11,Q1781
Q51139,Alvin Stardust,English pop singer and stage actor,+1942-09-27T00:00:00Z,11,Q84,+2014-10-23T00:00:00Z,11,Q84
Q51220,Peter Kupinski,Russian architect (1838-1923),+1838-01-01T00:00:00Z,9,,+1923-01-01T00:00:00Z,9,
Q51448,Harald Glööckler,German fashion designer,+1965-01-01T00:00:00Z,9,Q80560,,,Q80560
Q51490,George Stevens,American film director,+1904-12-18T00:00:00Z,11,Q17042,+1975-03-08T00:00:00Z,11,Q17042
Q51519,Alan J. Pakula,"American film director, writer and producer",+1928-04-07T00:00:00Z,11,Q18426,+1998-11-19T00:00:00Z,11,Q18426
Q51584,Gustav Leonhardt,"Dutch keyboard player, conductor, musicologist, teacher and editor",+1928-05-30T00:00:00Z,11,Q1615351,+2012-01-16T00:00:00Z,11,Q1615351
Q51719,"Joscelin I, Count of Edessa",Count of Edessa,+1072-01-01T00:00:00Z,9,Q908694,+1131-01-01T00:00:00Z,9,Q908694
Q51749,Ursula Sladek,German Entrepreneur,+1946-01-01T00:00:00Z,9,Q639902,,,Q639902
Q51753,Elias Boudinot,American lawyer and statesman,+1740-05-02T00:00:00Z,11,Q1345,+1821-10-24T00:00:00Z,11,Q1345
Q51765,Kuno von Klebelsberg,"Hungarian politician, Minister of Culture (1875–1932)",+1875-11-13T00:00:00Z,11,Q276132,+1932-10-12T00:00:00Z,11,Q276132
Q51773,Heidemarie Stefanyshyn-Piper,American Naval officer and a former NASA astronaut,+1963-02-07T00:00:00Z,11,Q28848,,,Q28848
Q51883,Dirk Walther Oetting,German non-fiction writer,+1938-01-01T00:00:00Z,9,Q64,,,Q64
Q51959,Emma Cramer-Crummenerl,German writer,+1875-02-27T00:00:00Z,11,Q3893,+1964-01-01T00:00:00Z,11,Q3893
Q52006,Pen-Ek Karaket,Thai taekwondo practitioner,+1990-03-18T00:00:00Z,11,Q1861,,,Q1861
Q52249,Colette Audry,"French novelist, screenwriter, and critic",+1906-07-06T00:00:00Z,11,Q187796,+1990-10-20T00:00:00Z,11,Q187796
Q52255,Emma Donoghue,"Irish novelist, playwright, short-story writer and historian",+1969-10-24T00:00:00Z,11,Q1761,,,Q1761
Q52345,Oliver James,actor,+1980-06-01T00:00:00Z,11,Q1378748,,,Q1378748
Q52354,Elmer McCollum,American biochemist,+1879-03-03T00:00:00Z,11,Q603029,+1967-11-15T00:00:00Z,11,Q603029
Q52378,Sami Uotila,Finnish alpine skier,+1976-11-02T00:00:00Z,11,Q1757,,,Q1757
